,text_lenght,links,lang_links,titles,sections,back_links,categories
3222,2990,63,0,17,5,38,13
3223,3310,93,17,16,6,115,11
3224,1180,139,14,14,3,135,32
3225,2970,112,18,28,5,19,39
3226,2521,18,0,16,5,18,10
3227,937,12,0,15,1,13,13
3228,2351,168,1,27,4,171,10
3229,1641,29,0,19,2,8,1
3230,2574,17,2,6,3,6,9
3231,1366,29,2,32,3,25,26
3232,933,146,4,23,1,171,6
3233,1657,22,15,14,3,15,13
3234,326,106,3,9,1,7,6
3235,221,320,34,18,2,292,14
3236,259,23,4,30,1,9,28
3237,2598,201,2,24,5,35,9
3238,8570,370,2,21,7,415,20
3239,385,12,3,12,3,31,15
3240,7555,141,1,17,5,188,2
3241,329,422,1,32,5,4,8
3242,1911,33,6,23,5,39,28
3243,2165,224,0,20,2,246,7
3244,1163,291,25,10,13,12,3
3245,2609,34,0,8,5,14,17
3246,4060,33,5,15,2,37,18
3247,4547,253,3,14,6,244,17
3248,2824,87,0,20,3,2,23
3249,1413,47,0,16,3,24,7
3250,5173,185,2,20,2,181,6
3251,4009,65,0,13,7,128,18
3252,379,8,0,12,0,11,4
3253,4236,51,2,20,5,21,7
3254,490,234,12,18,3,175,4
3255,1230,28,1,19,1,8,13
3256,459,44,11,13,0,37,8
3257,295,19,3,12,1,3,9
3258,0,0,0,20,0,0,0
3259,17895,41,1,16,6,40,4
3260,641,47,11,25,3,38,9
3261,6287,90,9,19,4,59,10
3262,4359,83,21,5,8,267,6
3263,6037,146,8,6,4,5,28
3264,185,38,11,17,0,4,9
3265,2584,161,0,31,3,10,5
3266,511,14,6,15,2,16,11
3267,6514,52,0,18,4,24,24
3268,7827,89,5,67,11,1,13
3269,714,48,1,10,2,9,9
3270,0,0,0,42,0,0,0
3271,5224,213,0,4,5,131,9
3272,0,0,0,13,0,0,0
3273,529,53,23,8,4,30,9
3274,1509,125,0,23,5,114,27
3275,0,0,0,31,0,0,0
3276,338,28,10,18,0,23,6
3277,1929,57,7,18,4,26,14
3278,1226,81,7,13,4,79,17
3279,191,24,4,43,0,7,9
3280,6142,46,5,19,8,18,27
3281,1166,22,3,16,2,28,11
3282,748,11,0,14,0,6,12
3283,107,23,4,20,1,7,9
3284,2859,20,3,12,5,59,16
3285,6889,162,9,10,7,196,31
3286,2745,141,1,53,6,132,8
3287,1809,689,5,17,7,8,13
3288,24489,1086,28,16,11,873,24
3289,5492,39,0,18,3,65,10
3290,872,73,0,19,2,44,8
3291,3793,221,10,16,5,98,10
3292,1339,42,0,26,2,13,13
3293,3191,96,0,20,4,80,13
3294,13623,682,5,26,13,467,11
3295,0,0,0,10,0,6,0
3296,1333,37,0,37,3,10,12
3297,1038,87,3,22,5,85,18
3298,198,12,2,12,0,13,15
3299,1212,16,2,15,1,11,11
3300,5587,154,0,18,4,14,2
3301,895,115,11,34,7,248,20
3302,3693,98,9,16,7,0,4
3303,0,0,0,21,0,0,0
3304,38491,535,14,21,13,487,20
3305,4896,56,9,11,5,49,14
3306,9501,59,9,56,6,363,15
3307,15253,59,9,9,8,14,7
3308,510,6,0,4,0,2,4
3309,907,168,2,27,3,24,9
3310,1445,33,4,22,4,11,6
3311,4533,103,3,11,9,90,9
3312,471,163,0,30,2,162,7
3313,2728,16,0,27,5,9,7
3314,2239,47,10,30,4,37,19
3315,3048,65,19,17,4,94,28
3316,0,0,0,31,0,0,0
3317,4986,90,10,10,4,109,28
3318,2694,33,2,39,2,0,7
3319,296,804,33,18,3,783,12
3320,35759,1068,116,15,17,17066,76
3321,267,135,19,8,3,117,9
3322,10662,65,7,29,7,446,20
3323,1946,471,11,27,5,415,12
3324,816,19,4,20,3,13,19
3325,51461,799,41,26,11,5223,34
3326,4304,207,6,13,7,3,11
3327,11240,54,1,13,11,18,18
3328,773,18,2,8,1,8,4
3329,270,61,6,16,0,49,9
3330,231,5,0,15,0,7,4
3331,1065,265,0,39,6,68,6
3332,1786,27,9,3,7,13,4
3333,8257,10,1,21,4,11,4
3334,28690,480,7,30,11,179,12
3335,152,24,3,26,0,2,7
3336,133,14,1,16,3,4,8
3337,4746,56,7,10,6,108,18
3338,705,109,8,20,3,2,10
3339,709,256,1,37,4,9,2
3340,1344,80,5,27,2,79,19
3341,1647,39,2,24,6,40,13
3342,621,50,0,24,7,10,8
3343,4623,134,5,15,7,128,8
3344,21743,137,3,20,8,146,6
3345,1386,21,7,14,3,18,4
3346,1527,36,6,7,1,7,5
3347,541,33,2,16,4,22,9
3348,604,43,2,14,1,35,16
3349,5517,418,4,26,5,0,17
3350,337,30,4,14,0,21,23
3351,6108,102,1,18,6,85,17
3352,1089,11,0,5,3,10,8
3353,679,21,3,9,3,35,12
3354,1443,50,1,15,2,26,16
3355,777,41,2,26,4,23,23
3356,3315,29,10,10,1,20,10
3357,0,0,0,13,0,10,0
3358,441,43,2,13,3,4,26
3359,179,206,1,28,0,419,11
3360,132,20,2,20,0,2,7
3361,1792,71,7,14,4,50,22
3362,1490,60,14,16,6,35,22
3363,294,229,9,11,0,207,7
3364,854,11,0,13,2,7,7
3365,171,30,2,20,2,4,12
3366,0,0,0,24,0,0,0
3367,4497,370,1,32,5,715,12
3368,13003,162,2,21,5,10,8
3369,1848,164,7,48,7,1,7
3370,868,9,0,19,3,6,8
3371,334,23,0,6,0,5,8
3372,0,0,0,29,0,0,0
3373,11132,221,27,51,8,36,28
3374,565,10,26,12,0,8,4
3375,792,17,1,12,4,12,4
3376,566,22,0,23,4,6,10
3377,182,60,2,7,0,33,8
3378,1025,88,3,24,4,1,27
3379,2827,61,24,10,3,25,4
3380,2349,430,1,34,6,59,3
3381,588,300,10,32,7,10,6
3382,0,0,0,28,0,0,0
3383,2905,65,2,28,4,1,8
3384,8077,354,23,18,8,45,19
3385,1729,467,6,20,13,279,5
3386,6986,66,1,23,7,115,9
3387,880,26,7,11,4,29,18
3388,1553,112,11,18,4,94,9
3389,3760,78,0,12,5,48,8
3390,10292,542,63,16,9,19,26
3391,2108,168,12,6,6,126,14
3392,9086,25,0,12,3,4,7
3393,818,33,1,13,4,27,16
3394,5583,87,3,12,5,96,18
3395,0,0,0,55,0,0,0
3396,3116,46,12,16,6,41,27
3397,396,29,2,20,4,15,12
3398,368,776,9,19,5,392,10
3399,0,0,0,12,0,0,0
3400,218,131,4,22,1,95,12
3401,241,24,4,23,0,4,8
3402,90,27,8,17,1,7,8
3403,2875,46,4,21,2,45,16
3404,5009,412,3,17,7,273,10
3405,4727,215,0,14,5,196,5
3406,16401,606,36,16,6,20,16
3407,392,33,4,18,4,15,9
3408,5663,26,0,14,7,2,8
3409,744,43,1,43,3,65,7
3410,1401,35,12,26,1,32,17
3411,3839,43,3,16,7,26,34
3412,4593,462,1,49,4,8,18
3413,343,226,2,66,3,8,4
3414,20174,279,2,28,8,119,12
3415,1153,28,7,19,1,12,14
3416,1572,61,1,35,3,45,8
3417,5405,222,30,32,7,1,33
3418,2015,92,9,7,1,70,9
3419,1582,47,16,15,2,28,14
3420,570,458,0,19,1,73,7
3421,1030,21,0,8,3,9,6
3422,3701,195,2,21,5,9,15
3423,3205,111,1,50,5,6,7
3424,3266,491,14,16,7,28,23
3425,811,18,3,15,3,83,6
3426,3418,9,1,18,6,6,7
3427,200,7,0,13,1,6,4
3428,3215,58,3,15,5,14,22
3429,512,96,1,13,1,92,9
3430,7527,165,1,20,7,91,14
3431,1672,41,3,15,1,16,16
3432,285,8,0,11,1,3,5
3433,3108,337,0,26,3,65,18
3434,1312,46,1,27,3,25,8
3435,1967,179,7,28,4,150,8
3436,128,20,2,14,0,2,7
3437,348,12,0,9,1,5,4
3438,379,6,0,46,1,4,1
3439,3109,82,1,29,7,5,12
3440,8584,99,17,15,8,94,32
3441,509,11,8,14,1,10,8
3442,1968,7,0,13,4,6,1
3443,1712,25,2,14,4,7,12
3444,0,0,0,16,0,0,0
3445,1527,29,2,13,4,13,16
3446,888,12,1,24,2,1,8
3447,2431,91,4,14,8,64,13
3448,432,146,1,25,2,108,6
3449,13580,172,1,37,10,245,29
3450,0,0,0,33,0,0,0
3451,959,63,5,16,2,38,18
3452,3258,56,1,19,4,28,5
3453,29057,288,97,4,11,2497,22
3454,671,48,11,18,4,1,7
3455,238,34,1,12,2,28,8
3456,30083,493,47,15,13,58,32
3457,3615,41,2,20,3,17,14
3458,662,17,2,15,6,18,20
3459,7221,69,0,26,8,11,15
3460,172,13,0,13,0,14,8
3461,3689,22,1,19,7,15,8
3462,52796,163,0,32,2,16,14
3463,127,19,5,23,0,4,7
3464,6151,46,0,18,8,57,7
3465,3861,36,7,15,5,21,29
3466,971,20,3,16,3,25,4
3467,255,65,0,22,1,41,13
3468,11077,145,34,13,8,197,32
3469,559,22,2,25,3,13,13
3470,1418,27,2,8,7,13,3
3471,176,460,0,58,2,66,1
3472,2271,46,0,27,5,29,19
3473,207,21,7,16,0,4,6
3474,371,10,1,29,2,1,14
3475,974,25,2,20,1,6,10
3476,0,0,0,16,0,0,0
3477,5792,371,12,20,6,27,13
3478,0,0,0,23,0,0,0
3479,3056,104,0,14,5,82,3
3480,1559,105,6,15,8,35,7
3481,146,13,0,24,0,5,8
3482,421,10,3,22,1,1,5
3483,3214,28,5,28,4,28,16
3484,1110,37,15,15,1,15,10
3485,57858,794,7,33,16,37,11
3486,186,5,0,22,0,4,4
3487,290,253,5,17,2,70,10
3488,500,6,0,15,4,6,6
3489,524,24,5,25,3,19,16
3490,858,148,2,38,0,115,19
3491,354,17,2,12,1,11,9
3492,1218,18,0,27,3,4,7
3493,4414,80,3,15,6,28,28
3494,8826,261,35,17,12,603,22
3495,993,58,3,28,6,117,5
3496,401,41,3,7,3,31,12
3497,5946,8,0,25,4,4,2
3498,7731,83,14,23,5,14,23
3499,1395,23,1,19,4,22,14
3500,477,10,0,25,1,7,4
3501,2690,41,2,13,2,18,18
3502,15686,92,22,12,6,172,30
3503,0,0,0,28,0,0,0
3504,103,16,5,26,0,3,9
3505,2064,42,4,18,4,23,7
3506,1479,21,3,30,3,2,8
3507,2197,35,1,15,2,23,18
3508,10652,105,0,27,2,12,15
3509,7205,431,0,31,7,222,7
3510,910,13,1,10,1,12,17
3511,1845,29,0,27,2,21,11
3512,5437,261,1,15,3,278,4
3513,4460,79,11,11,8,71,6
3514,1947,117,10,14,7,99,18
3515,0,0,0,40,0,0,0
3516,200,15,0,20,0,6,15
3517,1493,88,2,16,2,90,7
3518,5261,257,2,42,4,15,11
3519,49074,463,9,16,12,2,15
3520,280,293,8,48,1,234,7
3521,2687,25,3,12,6,17,16
3522,2419,39,1,39,2,18,26
3523,1819,31,2,28,2,8,15
3524,1275,56,2,18,4,10,8
3525,167,82,0,23,0,63,15
3526,2138,20,0,18,2,5,7
3527,1770,104,12,28,3,67,25
3528,840,372,5,5,3,249,6
3529,807,58,2,15,4,24,20
3530,123,21,7,15,0,2,7
3531,444,14,1,17,2,14,9
3532,6181,474,2,22,7,47,10
3533,18445,223,30,18,6,6,22
3534,6029,63,2,19,9,26,17
3535,167,5,1,11,1,5,4
3536,1677,58,4,21,8,44,15
3537,17881,553,14,18,4,51,20
3538,0,0,0,21,0,0,0
3539,197,6,3,6,0,6,4
3540,0,0,0,21,0,0,0
3541,2172,72,0,8,1,12,4
3542,660,106,0,26,0,11,10
3543,1190,45,4,32,1,27,7
3544,2472,40,6,15,3,31,19
3545,6085,366,10,11,3,303,34
3546,3580,74,7,5,3,37,10
3547,116,27,3,9,0,4,10
3548,17114,88,7,16,9,22,9
3549,72,15,3,6,0,3,9
3550,852,152,9,11,3,85,36
3551,1437,33,0,25,2,8,7
3552,2197,54,2,40,3,0,16
3553,244,603,30,28,2,579,12
3554,129,156,12,15,1,7,10
3555,5908,16,3,14,5,13,6
3556,1649,63,3,12,6,150,10
3557,180,275,14,30,3,5,9
3558,10154,455,4,33,7,1,27
3559,363,8,2,6,1,7,4
3560,1104,18,0,16,0,7,6
3561,7647,24,0,23,5,16,6
3562,1320,30,1,6,0,22,11
3563,1756,45,3,31,2,2,13
3564,390,4,3,10,1,5,11
3565,659,38,4,13,2,8,10
3566,12310,472,3,15,7,400,28
3567,5568,219,0,13,7,175,8
3568,9034,13,0,25,7,4,11
3569,1153,147,18,8,6,134,13
3570,0,0,0,26,0,0,0
3571,879,17,7,9,0,6,4
3572,496,111,4,8,2,5,16
3573,1278,107,2,26,2,8,3
3574,2785,56,22,10,7,161,23
3575,1409,93,2,6,5,3,11
3576,16394,119,18,21,5,6,34
3577,1307,17,4,10,1,3,8
3578,9985,964,29,15,6,1075,37
3579,445,386,0,42,3,238,3
3580,1431,193,2,8,3,18,9
3581,3179,41,1,21,6,23,9
3582,0,0,0,25,0,0,0
3583,1503,27,0,18,2,12,11
3584,434,9,1,11,1,22,4
3585,1296,121,31,17,1,24,13
3586,308,26,2,12,0,5,7
3587,30418,227,17,14,7,275,53
3588,2231,149,3,17,6,22,16
3589,3481,104,1,29,4,119,17
3590,1052,126,0,29,0,82,11
3591,1778,96,4,15,2,128,8
3592,2528,45,8,20,1,11,19
3593,1371,33,2,13,2,23,15
3594,430,205,0,33,1,182,11
3595,658,777,0,19,2,628,7
3596,761,35,5,25,0,13,6
3597,1276,415,6,35,6,9,3
3598,971,77,2,18,2,65,12
3599,0,0,0,35,0,0,0
3600,1500,36,1,21,1,9,22
3601,4990,362,1,10,5,8,11
3602,1038,13,0,5,3,2,4
3603,20570,254,17,9,10,298,22
3604,5914,281,1,19,7,13,6
3605,23870,319,17,7,10,304,46
3606,4673,75,3,14,6,107,17
3607,0,0,0,27,0,0,0
3608,18334,137,40,21,7,159,23
3609,45060,1098,112,33,19,9,43
3610,1165,31,2,30,5,8,13
3611,247,19,1,14,3,9,15
3612,8440,53,0,8,4,30,22
3613,1262,32,1,15,1,12,7
3614,15223,435,32,12,10,561,60
3615,431,17,0,32,1,11,14
3616,2357,40,0,15,3,13,16
3617,1604,21,0,23,2,37,15
3618,4133,56,6,7,4,0,9
3619,449,30,9,10,2,25,7
3620,377,25,2,16,2,6,22
3621,3106,71,1,24,2,73,7
3622,1986,25,0,11,6,6,12
3623,15722,252,48,12,12,11,12
3624,268,5,0,13,0,3,4
3625,185,23,3,26,0,1,10
3626,1777,55,0,30,3,16,5
3627,1640,132,7,18,1,112,13
3628,5670,62,1,5,7,12,20
3629,0,0,0,35,0,0,0
3630,2176,35,0,6,2,2,6
3631,2174,161,4,13,3,13,15
3632,11282,367,58,13,11,675,25
3633,1393,21,0,14,2,5,6
3634,0,0,0,54,0,0,0
3635,2824,281,0,19,4,224,11
3636,0,0,0,22,0,0,0
3637,728,21,2,8,0,29,12
3638,2715,448,28,24,7,481,10
3639,1249,13,3,26,2,4,8
3640,656,9,0,18,0,4,3
3641,0,0,0,26,0,0,0
3642,345,38,9,28,0,2,15
3643,587,176,0,50,13,65,6
3644,5532,148,49,5,11,272,22
3645,1806,141,2,18,6,149,3
3646,354,9,3,24,0,4,7
3647,307,48,6,7,0,33,7
3648,21894,79,2,10,7,53,17
3649,2271,24,0,14,2,39,9
3650,129,22,7,21,0,2,7
3651,6217,436,8,14,8,24,17
3652,12518,61,0,35,7,20,9
3653,445,11,0,8,3,3,9
3654,4495,44,2,15,6,38,12
3655,115,24,0,21,0,4,10
3656,4218,34,0,35,5,1,9
3657,2465,108,0,11,3,14,12
3658,1984,10,0,26,4,12,7
3659,3195,20,0,22,4,10,6
3660,4162,119,0,4,4,35,12
3661,153,6,3,6,0,2,4
3662,801,56,0,20,3,34,10
3663,3129,44,6,17,5,21,29
3664,3061,32,2,28,2,2,15
3665,0,0,0,34,0,0,0
3666,5093,456,3,22,7,442,27
3667,3412,322,0,9,4,235,13
3668,0,0,0,9,0,2,0
3669,145,4,0,8,0,2,5
3670,10237,374,9,10,10,504,40
3671,8523,120,7,26,7,4,23
3672,2360,40,16,14,3,15,5
3673,150,26,1,16,0,3,9
3674,170,13,3,16,0,11,19
3675,708,38,11,14,2,8,8
3676,1950,47,5,13,4,60,25
3677,1600,232,11,37,3,209,8
3678,204,10,4,15,0,6,7
3679,0,0,0,24,0,3,0
3680,290,8,0,14,0,4,12
3681,7308,125,14,13,6,143,35
3682,1498,68,3,33,5,66,3
3683,840,78,9,10,2,3,16
3684,1596,247,4,17,3,197,9
3685,6632,138,10,15,5,138,23
3686,17801,84,0,44,5,2,14
3687,747,75,18,24,0,39,14
3688,493,42,2,13,2,28,12
3689,652,39,2,52,1,1,8
3690,1327,23,2,14,4,2,24
3691,1256,20,2,25,4,15,4
3692,321,34,4,21,0,11,8
3693,795,202,3,19,2,165,38
3694,5771,36,6,15,7,31,23
3695,6252,288,2,22,4,2,13
3696,789,49,2,52,4,27,8
3697,1083,21,2,25,0,6,14
3698,594,38,11,8,2,16,11
3699,2768,38,14,16,4,52,19
3700,1066,101,1,13,3,102,9
3701,1955,40,1,17,1,62,16
3702,439,51,15,10,0,11,7
3703,11377,95,2,25,4,0,6
3704,5840,339,43,43,12,2,19
3705,3449,36,1,17,5,7,11
3706,6607,279,26,11,9,464,14
3707,399,365,4,37,3,5,3
3708,0,0,0,22,0,0,0
3709,675,16,0,12,2,5,8
3710,1088,125,4,16,0,54,10
3711,46183,442,53,8,12,90,25
3712,742,23,0,27,2,4,12
3713,2594,49,2,11,3,42,25
3714,1383,22,1,12,5,10,9
3715,186,23,4,12,2,4,7
3716,1996,30,0,18,4,6,10
3717,3913,45,0,13,4,25,4
3718,3363,19,0,26,4,18,7
3719,1355,19,0,10,2,38,19
3720,252,507,31,15,1,485,17
3721,461,52,1,44,0,10,9
3722,475,18,0,13,0,8,5
3723,0,0,0,33,0,0,0
3724,311,26,1,20,0,21,14
3725,2608,158,8,9,6,118,12
3726,862,177,10,22,6,75,6
3727,423,13,3,18,0,14,7
3728,1065,147,3,40,4,1,8
3729,1681,35,1,42,4,27,13
3730,1420,24,0,12,9,0,5
3731,1143,194,0,14,1,45,6
3732,635,8,0,22,1,5,1
3733,61861,698,6,7,8,193,23
3734,2609,180,0,28,6,116,13
3735,4450,89,0,15,7,70,23
3736,500,12,2,11,1,7,12
3737,0,0,0,12,0,0,0
3738,263,111,9,19,0,92,22
3739,1600,272,3,14,3,277,13
3740,2465,46,23,14,5,8,11
3741,3127,43,0,17,5,46,14
3742,362,38,12,15,0,8,11
3743,234,6,0,36,1,9,6
3744,650,115,2,9,3,83,8
3745,528,17,0,15,3,2,6
3746,2111,137,7,29,2,9,3
3747,5570,35,1,11,8,19,5
3748,10493,28,7,6,7,6,7
3749,4571,38,3,17,6,1,27
3750,312,69,0,19,1,56,15
3751,9475,470,20,17,9,3,19
3752,1696,91,10,34,5,87,14
3753,63,167,2,43,0,151,6
3754,1734,83,36,18,2,378,17
3755,9666,81,3,4,6,24,18
3756,5425,58,3,16,7,18,26
3757,334,14,3,23,3,4,13
3758,5716,103,0,29,3,62,12
3759,357,11,2,12,1,4,12
3760,22904,98,16,16,12,1,46
3761,714,17,1,26,1,12,16
3762,285,18,2,9,2,9,14
3763,816,145,0,12,1,14,8
3764,0,0,0,26,0,0,0
3765,373,13,0,21,1,2,5
3766,145,4,0,21,0,7,4
3767,311,7,1,12,0,7,4
3768,583,26,0,8,1,6,9
3769,837,710,0,6,7,336,8
3770,174,26,0,17,0,3,8
3771,175,30,2,8,0,20,12
3772,75043,1332,131,18,9,0,54
3773,1588,40,0,24,3,6,6
3774,715,372,4,12,1,5,12
3775,299,39,7,22,0,2,11
3776,3240,103,9,16,6,63,30
3777,1660,17,0,17,0,29,5
3778,465,22,11,12,3,72,12
3779,2305,28,8,13,5,18,16
3780,3706,35,2,27,4,23,14
3781,1884,29,7,20,2,68,29
3782,1118,23,0,25,1,11,13
3783,247,446,5,53,2,7,7
3784,4982,20,0,23,7,2,3
3785,2381,104,11,22,5,6,10
3786,876,17,0,15,1,26,4
3787,3323,41,5,18,6,14,7
3788,838,13,5,3,0,10,4
3789,684,17,7,16,0,7,5
3790,636,29,1,18,4,13,9
3791,804,27,3,32,0,28,8
3792,3991,70,7,19,7,15,11
3793,194,413,32,6,2,388,13
3794,6471,50,0,12,10,14,9
3795,7435,353,4,16,7,330,15
3796,4625,277,76,47,5,4,5
3797,16025,56,1,21,6,14,9
3798,2895,45,3,10,5,19,17
3799,3280,47,0,12,6,21,20
3800,13906,141,0,20,41,8,8
3801,4025,465,2,50,4,427,9
3802,2685,36,0,34,4,15,8
3803,3296,179,4,19,5,180,5
3804,15506,251,5,22,7,39,30
3805,329,65,8,27,1,56,7
3806,8160,55,2,30,7,13,22
3807,432,17,2,24,1,13,12
3808,4271,861,17,14,9,596,34
3809,1230,36,5,23,4,73,6
3810,4651,72,8,16,8,5,25
3811,2071,230,0,21,7,225,17
3812,343,84,19,18,2,67,10
3813,1869,28,16,19,4,17,11
3814,1138,331,26,12,13,18,3
3815,4293,67,3,18,1,32,11
3816,1837,16,1,19,2,8,1
3817,15188,475,17,24,11,1,16
3818,128,6,0,6,0,1,4
3819,2179,32,0,8,5,12,5
3820,558,129,49,7,1,115,10
3821,3341,58,3,24,2,3,3
3822,1170,30,1,15,2,5,11
3823,38833,286,6,37,3,2,24
3824,3767,1072,1,16,6,433,12
3825,1689,128,3,21,2,51,15
3826,134,115,10,21,1,92,12
3827,668,263,0,39,3,212,9
3828,0,0,0,40,0,0,0
3829,380,16,2,9,3,53,12
3830,1157,26,2,24,3,38,9
3831,676,43,20,19,2,8,13
3832,168,226,29,5,1,204,12
3833,5365,84,15,30,4,67,8
3834,2909,115,11,28,4,17,10
3835,1699,79,24,12,5,415,13
3836,2182,28,1,19,1,6,16
3837,3394,43,36,23,6,69,13
3838,2713,24,2,18,4,7,8
3839,353,9,4,13,0,11,4
3840,1118,17,1,15,3,5,4
3841,927,13,0,12,0,7,4
3842,4856,91,5,18,7,0,16
3843,1066,95,8,23,3,5,7
3844,5137,103,2,24,8,19,12
3845,759,12,0,29,2,5,4
3846,883,38,2,14,1,17,18
3847,1095,22,0,11,3,11,19
3848,160,108,0,39,0,72,9
3849,2318,51,1,17,7,10,24
3850,155,17,4,26,0,3,7
3851,2368,32,0,32,5,22,14
3852,4517,26,0,10,8,43,14
3853,1265,118,2,26,3,117,12
3854,686,18,3,5,1,11,7
3855,4543,884,2,22,10,9,25
3856,2460,110,0,22,4,96,25
3857,9353,84,0,22,6,16,6
3858,2331,266,27,16,3,165,44
3859,4644,184,1,56,6,0,2
3860,782,16,20,19,1,8,5
3861,3209,345,57,3,9,219,16
3862,7350,182,24,28,11,1,20
3863,10882,144,13,41,10,0,32
3864,3777,56,5,10,9,62,10
3865,823,30,1,14,0,8,18
3866,0,0,0,7,0,1,0
3867,10832,455,54,10,11,14,39
3868,3657,45,2,18,3,16,14
3869,15967,94,9,17,7,17,19
3870,2725,1215,10,41,15,120,6
3871,13074,129,25,23,5,6,13
3872,33737,1044,2,30,8,467,20
3873,1412,12,0,17,1,3,8
3874,455,11,2,13,0,9,8
3875,245,90,11,17,0,67,21
3876,1746,25,1,17,5,55,14
3877,0,0,0,25,0,0,0
3878,0,0,0,25,0,0,0
3879,3429,80,3,19,7,4,8
3880,188,26,2,24,0,8,7
3881,7689,64,2,38,5,0,6
3882,3564,54,4,28,6,15,35
3883,1018,3,0,14,1,9,4
3884,506,47,7,17,4,38,14
3885,1435,18,0,43,3,12,14
3886,173,31,1,13,0,18,21
3887,1122,13,2,43,2,2,6
3888,455,19,0,13,2,7,6
3889,819,33,12,23,3,22,21
3890,15009,265,7,25,3,20,18
3891,437,168,17,14,0,155,13
3892,186,13,4,13,0,3,9
3893,1633,33,2,12,0,16,21
3894,0,0,0,21,0,0,0
3895,2067,42,1,13,2,14,15
3896,160,4,0,11,0,3,4
3897,9352,49,0,17,6,13,15
3898,2349,81,16,15,6,74,26
3899,278,159,11,36,1,0,7
3900,58687,342,1,10,19,5,10
3901,1341,37,0,12,3,14,20
3902,2211,190,2,31,3,119,6
3903,474,295,1,55,5,5,6
3904,1637,63,9,19,6,32,14
3905,34245,604,53,7,15,2731,25
3906,1451,982,2,18,9,7,6
3907,1805,222,0,17,4,189,10
3908,0,0,0,52,0,0,0
3909,938,539,5,63,3,315,10
3910,8318,118,0,19,4,3,10
3911,1126,24,7,25,0,13,16
3912,2148,39,6,17,4,26,20
3913,783,9,1,12,1,3,4
3914,3313,41,1,10,6,62,12
3915,8221,112,0,22,5,418,16
3916,3025,76,0,14,3,80,14
3917,285,130,4,9,0,105,7
3918,4082,187,0,20,6,173,7
3919,5897,26,1,12,2,10,14
3920,4303,70,5,34,6,2,26
3921,1073,25,4,17,4,11,13
3922,385,37,4,16,2,33,16
3923,11455,156,37,44,10,146,54
3924,1211,542,3,15,6,453,9
3925,7632,30,2,17,5,35,6
3926,633,86,0,22,3,6,8
3927,1294,22,2,22,2,113,7
3928,3621,45,5,19,3,26,20
3929,2230,132,2,14,5,6,17
3930,400,33,10,28,0,27,7
3931,680,14,2,28,4,8,4
3932,448,171,8,34,5,1,6
3933,7503,275,0,19,27,125,4
3934,0,0,0,51,0,0,0
3935,5669,231,2,30,7,74,22
3936,68601,646,1,17,25,30,11
3937,8652,433,0,21,5,25,10
3938,588,8,1,13,0,15,4
3939,13882,187,27,29,12,38,26
3940,0,0,0,11,0,0,0
3941,351,38,7,6,0,26,7
3942,2246,23,1,15,3,4,16
3943,6627,365,5,45,3,127,7
3944,1287,27,1,6,4,18,4
3945,340,19,0,17,0,3,6
3946,1482,54,3,9,4,16,16
3947,123,103,0,24,0,57,4
3948,101,4,0,24,0,11,4
3949,632,19,1,5,2,4,4
3950,7536,57,13,15,5,39,29
3951,388,13,1,24,0,5,7
3952,210,436,26,8,1,423,9
3953,389,9,0,6,0,1,4
3954,1097,30,0,42,3,9,11
3955,83,21,1,10,0,6,7
3956,665,111,1,28,6,105,6
3957,2296,29,4,24,4,13,25
3958,966,227,0,13,4,215,11
3959,3366,40,5,20,4,30,9
3960,12325,252,5,26,7,231,25
3961,673,21,5,17,2,130,12
3962,3228,135,26,11,8,146,41
3963,733,17,1,24,0,7,8
3964,205,4,0,30,0,5,4
3965,7647,136,0,24,5,242,6
3966,11369,65,1,30,4,16,12
3967,1985,12,0,31,3,8,6
3968,0,0,0,10,0,9,0
3969,3649,27,6,37,4,0,3
3970,394,9,1,12,0,13,4
3971,9406,49,5,10,7,26,28
3972,1552,25,3,26,1,14,20
3973,1311,24,5,10,4,19,6
3974,409,13,13,10,0,18,6
3975,6557,56,3,18,10,56,31
3976,47680,1128,71,8,15,313,40
3977,1913,32,4,18,3,44,29
3978,19778,240,28,21,10,349,48
3979,338,22,0,17,2,4,6
3980,2042,105,0,21,4,22,8
3981,172,29,2,19,0,4,8
3982,3774,536,6,20,6,825,10
3983,1581,23,4,38,4,17,12
3984,223,183,0,35,3,92,11
3985,761,40,10,15,4,57,32
3986,692,94,0,4,3,40,9
3987,664,11,0,9,2,6,7
3988,901,27,4,29,5,10,28
3989,275,25,2,33,0,9,6
3990,349,36,4,18,2,7,10
3991,11834,160,51,5,8,597,12
3992,4240,87,0,13,6,70,10
3993,6162,49,0,18,6,49,7
3994,898,16,3,11,3,7,4
3995,289,146,0,40,0,108,12
3996,6136,206,15,27,6,1,15
3997,318,53,0,13,1,47,21
3998,9502,169,11,37,3,310,10
3999,20164,249,16,23,11,434,13
4000,2568,24,5,14,6,25,22
4001,463,106,5,22,4,85,6
4002,567,126,0,20,0,5,15
4003,5133,138,1,27,1,42,14
4004,548,12,0,24,2,6,5
4005,7484,261,4,17,6,350,18
4006,869,30,10,34,4,18,13
4007,213,5,0,13,0,6,4
4008,292,198,4,15,0,107,11
4009,2979,39,6,16,5,40,18
4010,2674,81,0,30,3,53,11
4011,160,24,3,12,2,6,30
4012,202,136,8,9,1,1,9
4013,0,0,0,21,0,0,0
4014,912,32,3,24,5,17,9
